# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1502       9.062297454437e-11       1.858638766330e-12       4.638726939740e-13       1.018554814042e-14       1.119992637982e-15       3.556361014952e-16       2.184315725142e-17 
 1503       9.019703860575e-11       1.871282565322e-12       5.012739927006e-13       1.017535829204e-14       1.116935292603e-15       3.526386778294e-16       2.234832939766e-17 
 1504       8.976980407925e-11       1.884084505817e-12       5.372685000795e-13       1.016510619068e-14       1.113887817029e-15       3.496720482502e-16       2.284830059852e-17 
 1505       8.934136699901e-11       1.897037972567e-12       5.718594986873e-13       1.015479323809e-14       1.110850183846e-15       3.467356889623e-16       2.334304924152e-17 
 1506       8.891182391612e-11       1.910136312960e-12       6.050503119679e-13       1.014442084396e-14       1.107822365222e-15       3.438290728036e-16       2.383255369579e-17 
 1507       8.848127189955e-11       1.923372836950e-12       6.368443043140e-13       1.013399042589e-14       1.104804332911e-15       3.409516692389e-16       2.431679231204e-17 
 1508       8.804980853695e-11       1.936740817003e-12       6.672448811484e-13       1.012350340944e-14       1.101796058249e-15       3.381029443541e-16       2.479574342259e-17 
 1509       8.761753193554e-11       1.950233488026e-12       6.962554890044e-13       1.011296122811e-14       1.098797512154e-15       3.352823608504e-16       2.526938534146e-17 
 1510       8.718454072294e-11       1.963844047309e-12       7.238796156074e-13       1.010236532336e-14       1.095808665125e-15       3.324893780381e-16       2.573769636433e-17 
 1511       8.675093404807e-11       1.977565654461e-12       7.501207899560e-13       1.009171714466e-14       1.092829487243e-15       3.297234518311e-16       2.620065476858e-17 
 1512       8.631681158195e-11       1.991391431343e-12       7.749825824028e-13       1.008101814944e-14       1.089859948166e-15       3.269840347404e-16       2.665823881334e-17 
 1513       8.588227351862e-11       2.005314462010e-12       7.984686047357e-13       1.007026980316e-14       1.086900017132e-15       3.242705758685e-16       2.711042673950e-17 
 1514       8.544742057595e-11       2.019327792645e-12       8.205825102589e-13       1.005947357930e-14       1.083949662957e-15       3.215825209036e-16       2.755719676974e-17 
 1515       8.501235399651e-11       2.033424431496e-12       8.413279938741e-13       1.004863095935e-14       1.081008854033e-15       3.189193121132e-16       2.799852710854e-17 
 1516       8.457717554845e-11       2.047597348813e-12       8.607087921613e-13       1.003774343287e-14       1.078077558329e-15       3.162803883385e-16       2.843439594225e-17 
 1517       8.414198752632e-11       2.061839476786e-12       8.787286834603e-13       1.002681249748e-14       1.075155743389e-15       3.136651849885e-16       2.886478143905e-17 
 1518       8.370689275195e-11       2.076143709480e-12       8.953914879515e-13       1.001583965886e-14       1.072243376329e-15       3.110731340338e-16       2.928966174906e-17 
 1519       8.327199457533e-11       2.090502902773e-12       9.107010677369e-13       1.000482643079e-14       1.069340423842e-15       3.085036640009e-16       2.970901500428e-17 
 1520       8.283739687541e-11       2.104909874292e-12       9.246613269217e-13       9.993774335125e-15       1.066446852191e-15       3.059561999660e-16       3.012281931868e-17 
 1521       8.240320406100e-11       2.119357403351e-12       9.372762116948e-13       9.982684901864e-15       1.063562627211e-15       3.034301635495e-16       3.053105278820e-17 
 1522       8.196952107162e-11       2.133838230888e-12       9.485497104101e-13       9.971559669115e-15       1.060687714308e-15       3.009249729097e-16       3.093369349078e-17 
 1523       8.153645337836e-11       2.148345059399e-12       9.584858536676e-13       9.960400183127e-15       1.057822078457e-15       2.984400427367e-16       3.133071948639e-17 
 1524       8.110410698471e-11       2.162870552879e-12       9.670887143946e-13       9.949207998302e-15       1.054965684205e-15       2.959747842470e-16       3.172210881705e-17 
 1525       8.067258842748e-11       2.177407336754e-12       9.743624079268e-13       9.937984677209e-15       1.052118495663e-15       2.935286051772e-16       3.210783950686e-17 
 1526       8.024200477756e-11       2.191947997824e-12       9.803110920889e-13       9.926731790594e-15       1.049280476511e-15       2.911009097781e-16       3.248788956203e-17 
 1527       7.981246364090e-11       2.206485084193e-12       9.849389672764e-13       9.915450917396e-15       1.046451589997e-15       2.886910988088e-16       3.286223697090e-17 
 1528       7.938407315925e-11       2.221011105211e-12       9.882502765361e-13       9.904143644759e-15       1.043631798933e-15       2.862985695308e-16       3.323085970397e-17 
 1529       7.895694201110e-11       2.235518531409e-12       9.902493056478e-13       9.892811568045e-15       1.040821065695e-15       2.839227157019e-16       3.359373571393e-17 
 1530       7.853117941248e-11       2.249999794435e-12       9.909403832045e-13       9.881456290848e-15       1.038019352223e-15       2.815629275706e-16       3.395084293568e-17 
 1531       7.810689511789e-11       2.264447286993e-12       9.903278806944e-13       9.870079425008e-15       1.035226620020e-15       2.792185918697e-16       3.430215928636e-17 
 1532       7.768419942106e-11       2.278853362778e-12       9.884162125814e-13       9.858682590621e-15       1.032442830153e-15       2.768890918108e-16       3.464766266537e-17 
 1533       7.726320315590e-11       2.293210336412e-12       9.852098363866e-13       9.847267416055e-15       1.029667943247e-15       2.745738070779e-16       3.498733095441e-17 
 1534       7.684401769729e-11       2.307510483383e-12       9.807132527689e-13       9.835835537964e-15       1.026901919489e-15       2.722721138220e-16       3.532114201750e-17 
 1535       7.642675496199e-11       2.321746039982e-12       9.749310056065e-13       9.824388601297e-15       1.024144718626e-15       2.699833846548e-16       3.564907370100e-17 
 1536       7.601152740946e-11       2.335909203239e-12       9.678676820777e-13       9.812928259315e-15       1.021396299960e-15       2.677069886428e-16       3.597110383365e-17 
 1537       7.559844804272e-11       2.349992130857e-12       9.595279127425e-13       9.801456173605e-15       1.018656622356e-15       2.654422913015e-16       3.628721022657e-17 
 1538       7.518763040923e-11       2.363986941154e-12       9.499163716228e-13       9.789974014088e-15       1.015925644231e-15       2.631886545891e-16       3.659737067332e-17 
 1539       7.477918860175e-11       2.377885712997e-12       9.390377762844e-13       9.778483459039e-15       1.013203323561e-15       2.609454369011e-16       3.690156294991e-17 
 1540       7.437323725915e-11       2.391680485738e-12       9.268968879176e-13       9.766986195093e-15       1.010489617874e-15       2.587119930642e-16       3.719976481484e-17 
 1541       7.396988049887e-11       2.405363883422e-12       9.135007005527e-13       9.755483838669e-15       1.007784487716e-15       2.564877016948e-16       3.749196007900e-17 
 1542       7.356917859748e-11       2.418930994012e-12       8.988650312746e-13       9.743977699376e-15       1.005087907054e-15       2.542720475730e-16       3.777815687857e-17 
 1543       7.317118099554e-11       2.432377507874e-12       8.830079927264e-13       9.732469014382e-15       1.002399852971e-15       2.520645400388e-16       3.805836957566e-17 
 1544       7.277593733762e-11       2.445699095099e-12       8.659478098432e-13       9.720959026821e-15       9.997203022051e-16       2.498646856942e-16       3.833261270444e-17 
 1545       7.238349747260e-11       2.458891405467e-12       8.477028200443e-13       9.709448985797e-15       9.970492311563e-16       2.476719883980e-16       3.860090097151e-17 
 1546       7.199391145401e-11       2.471950068417e-12       8.282914734241e-13       9.697940146396e-15       9.943866158811e-16       2.454859492616e-16       3.886324925623e-17 
 1547       7.160722954028e-11       2.484870693020e-12       8.077323329443e-13       9.686433769695e-15       9.917324320940e-16       2.433060666445e-16       3.911967261101e-17 
 1548       7.122350219507e-11       2.497648867937e-12       7.860440746254e-13       9.674931122771e-15       9.890866551660e-16       2.411318361495e-16       3.937018626172e-17 
 1549       7.084278008755e-11       2.510280161399e-12       7.632454877382e-13       9.663433478708e-15       9.864492601241e-16       2.389627506183e-16       3.961480560794e-17 
 1550       7.046511409269e-11       2.522760121167e-12       7.393554749956e-13       9.651942116612e-15       9.838202216508e-16       2.367983001269e-16       3.985354622334e-17 
 1551       7.009055529160e-11       2.535084274504e-12       7.143930527440e-13       9.640458321612e-15       9.811995140830e-16       2.346379719812e-16       4.008642385601e-17 
 1552       6.971915497180e-11       2.547248128142e-12       6.883773511553e-13       9.628983384878e-15       9.785871114116e-16       2.324812507121e-16       4.031345442880e-17 
 1553       6.935096462750e-11       2.559247168252e-12       6.613276144184e-13       9.617518603623e-15       9.759829872808e-16       2.303276180711e-16       4.053465403961e-17 
 1554       6.898603595993e-11       2.571076860410e-12       6.332632009305e-13       9.606065281117e-15       9.733871149872e-16       2.281765530261e-16       4.075003896177e-17 
 1555       6.862442087765e-11       2.582732649569e-12       6.042035834893e-13       9.594624726694e-15       9.707994674793e-16       2.260275317561e-16       4.095962564436e-17 
 1556       6.826617149678e-11       2.594209960022e-12       5.741683494843e-13       9.583198255761e-15       9.682200173565e-16       2.238800276474e-16       4.116343071253e-17 
 1557       6.791134014140e-11       2.605504195376e-12       5.431772010883e-13       9.571787189810e-15       9.656487368690e-16       2.217335112886e-16       4.136147096785e-17 
 1558       6.755997934374e-11       2.616610738516e-12       5.112499554497e-13       9.560392856423e-15       9.630855979163e-16       2.195874504662e-16       4.155376338862e-17 
 1559       6.721214184458e-11       2.627524951576e-12       4.784065448832e-13       9.549016589284e-15       9.605305720473e-16       2.174413101598e-16       4.174032513025e-17 
 1560       6.686788059347e-11       2.638242175907e-12       4.446670170622e-13       9.537659728188e-15       9.579836304589e-16       2.152945525380e-16       4.192117352553e-17 
 1561       6.652724874907e-11       2.648757732043e-12       4.100515352101e-13       9.526323619051e-15       9.554447439958e-16       2.131466369534e-16       4.209632608501e-17 
 1562       6.619029967945e-11       2.659066919672e-12       3.745803782920e-13       9.515009613917e-15       9.529138831496e-16       2.109970199385e-16       4.226580049730e-17 
 1563       6.585708696234e-11       2.669165017605e-12       3.382739412063e-13       9.503719070968e-15       9.503910180580e-16       2.088451552004e-16       4.242961462945e-17 
 1564       6.552766438551e-11       2.679047283741e-12       3.011527349764e-13       9.492453354534e-15       9.478761185044e-16       2.066904936171e-16       4.258778652723e-17 
 1565       6.520208594700e-11       2.688708955038e-12       2.632373869424e-13       9.481213835104e-15       9.453691539170e-16       2.045324832325e-16       4.274033441550e-17 
 1566       6.488040585545e-11       2.698145247481e-12       2.245486409525e-13       9.470001889329e-15       9.428700933679e-16       2.023705692518e-16       4.288727669852e-17 
 1567       6.456267853038e-11       2.707351356049e-12       1.851073575549e-13       9.458818900039e-15       9.403789055729e-16       2.002041940371e-16       4.302863196030e-17 
 1568       6.424895860251e-11       2.716322454686e-12       1.449345141894e-13       9.447666256248e-15       9.378955588904e-16       1.980327971028e-16       4.316441896491e-17 
 1569       6.393930091404e-11       2.725053696265e-12       1.040512053789e-13       9.436545353162e-15       9.354200213208e-16       1.958558151109e-16       4.329465665685e-17 
 1570       6.363376051898e-11       2.733540212562e-12       6.247864292104e-14       9.425457592191e-15       9.329522605058e-16       1.936726818667e-16       4.341936416136e-17 
 1571       6.333239268340e-11       2.741777114219e-12       2.023815608001e-14       9.414404380959e-15       9.304922437279e-16       1.914828283141e-16       4.353856078474e-17 
