# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2072       2.994214000919e-11       7.243877797580e-13      -1.346688945623e-12       5.736118824691e-15       2.849650875433e-16       9.541054991424e-17      -1.963313321117e-18 
 2073       2.987759603455e-11       7.218518718395e-13      -1.327473355869e-12       5.729905364984e-15       2.843568201952e-16       9.497320064099e-17      -1.852784995867e-18 
 2074       2.981210208510e-11       7.194093478025e-13      -1.308308228453e-12       5.723678187628e-15       2.837500531415e-16       9.453364438488e-17      -1.741773051793e-18 
 2075       2.974566529536e-11       7.170602655262e-13      -1.289200345451e-12       5.717437172527e-15       2.831447817479e-16       9.409186930898e-17      -1.630263577221e-18 
 2076       2.967829283442e-11       7.148046823000e-13      -1.270156514444e-12       5.711182199135e-15       2.825410013413e-16       9.364786354388e-17      -1.518242609689e-18 
 2077       2.960999190595e-11       7.126426548224e-13      -1.251183568558e-12       5.704913146452e-15       2.819387072095e-16       9.320161518761e-17      -1.405696135878e-18 
 2078       2.954076974830e-11       7.105742391995e-13      -1.232288366486e-12       5.698629893025e-15       2.813378946018e-16       9.275311230564e-17      -1.292610091562e-18 
 2079       2.947063363451e-11       7.085994909444e-13      -1.213477792526e-12       5.692332316946e-15       2.807385587283e-16       9.230234293085e-17      -1.178970361538e-18 
 2080       2.939959087235e-11       7.067184649760e-13      -1.194758756605e-12       5.686020295853e-15       2.801406947599e-16       9.184929506345e-17      -1.064762779572e-18 
 2081       2.932764880439e-11       7.049312156179e-13      -1.176138194312e-12       5.679693706929e-15       2.795442978286e-16       9.139395667101e-17      -9.499731283364e-19 
 2082       2.925481480802e-11       7.032377965976e-13      -1.157623066933e-12       5.673352426900e-15       2.789493630272e-16       9.093631568835e-17      -8.345871393500e-19 
 2083       2.918109629552e-11       7.016382610450e-13      -1.139220361471e-12       5.666996332039e-15       2.783558854094e-16       9.047636001758e-17      -7.185904929177e-19 
 2084       2.910650071407e-11       7.001326614919e-13      -1.120937090686e-12       5.660625298157e-15       2.777638599894e-16       9.001407752802e-17      -6.019688180705e-19 
 2085       2.903103554582e-11       6.987210498705e-13      -1.102780293122e-12       5.654239200612e-15       2.771732817422e-16       8.954945605616e-17      -4.847076925050e-19 
 2086       2.895470830792e-11       6.974034775127e-13      -1.084757033136e-12       5.647837914301e-15       2.765841456035e-16       8.908248340565e-17      -3.667926425234e-19 
 2087       2.887752805328e-11       6.961798037138e-13      -1.066873768085e-12       5.641421362407e-15       2.759964467919e-16       8.861316540962e-17      -2.482182367021e-19 
 2088       2.879950988416e-11       6.950491199594e-13      -1.049134444966e-12       5.634989662992e-15       2.754101817798e-16       8.814158025625e-17      -1.290154367381e-19 
 2089       2.872067047032e-11       6.940103216578e-13      -1.031542390486e-12       5.628542983428e-15       2.748253473293e-16       8.766782454415e-17      -9.224438316968e-21 
 2090       2.864102655127e-11       6.930622992029e-13      -1.014100942708e-12       5.622081491751e-15       2.742419401702e-16       8.719199525504e-17       1.111144050093e-19 
 2091       2.856059493636e-11       6.922039379669e-13      -9.968134510648e-13       5.615605356660e-15       2.736599570002e-16       8.671418975427e-17       2.319605816322e-19 
 2092       2.847939250487e-11       6.914341182948e-13      -9.796832763720e-13       5.609114747519e-15       2.730793944848e-16       8.623450579124e-17       3.532734216966e-19 
 2093       2.839743620611e-11       6.907517154975e-13      -9.627137908400e-13       5.602609834354e-15       2.725002492571e-16       8.575304149985e-17       4.750120969104e-19 
 2094       2.831474305947e-11       6.901555998458e-13      -9.459083780881e-13       5.596090787861e-15       2.719225179177e-16       8.526989539899e-17       5.971356203547e-19 
 2095       2.823133015452e-11       6.896446365639e-13      -9.292704331566e-13       5.589557779398e-15       2.713461970350e-16       8.478516639301e-17       7.196028462935e-19 
 2096       2.814721465113e-11       6.892176858235e-13      -9.128033625205e-13       5.583010980994e-15       2.707712831449e-16       8.429895377214e-17       8.423724699833e-19 
 2097       2.806241377949e-11       6.888736027367e-13      -8.965105841019e-13       5.576450565344e-15       2.701977727505e-16       8.381135721300e-17       9.654030274834e-19 
 2098       2.797694484026e-11       6.886112373506e-13      -8.803955272836e-13       5.569876705813e-15       2.696256623227e-16       8.332247677903e-17       1.088652895465e-18 
 2099       2.789082520461e-11       6.884294346401e-13      -8.644616329216e-13       5.563289576435e-15       2.690549482996e-16       8.283241292097e-17       1.212080291023e-18 
 2100       2.780407231433e-11       6.883270345025e-13      -8.487123533582e-13       5.556689351914e-15       2.684856270867e-16       8.234126647730e-17       1.335643271483e-18 
 2101       2.771670368191e-11       6.883028717503e-13      -8.331511524353e-13       5.550076207626e-15       2.679176950567e-16       8.184913867475e-17       1.459299734213e-18 
 2102       2.762873689061e-11       6.883557761055e-13      -8.177815055069e-13       5.543450319619e-15       2.673511485497e-16       8.135613112870e-17       1.583007416432e-18 
 2103       2.754018959458e-11       6.884845721930e-13      -8.026068994526e-13       5.536811864612e-15       2.667859838729e-16       8.086234584368e-17       1.706723895022e-18 
 2104       2.745107951892e-11       6.886880795345e-13      -7.876308326901e-13       5.530161019999e-15       2.662221973006e-16       8.036788521383e-17       1.830406586336e-18 
 2105       2.736142445976e-11       6.889651125418e-13      -7.728568151885e-13       5.523497963850e-15       2.656597850742e-16       7.987285202337e-17       1.954012746009e-18 
 2106       2.727124228436e-11       6.893144805109e-13      -7.582883684814e-13       5.516822874906e-15       2.650987434023e-16       7.937734944702e-17       2.077499468765e-18 
 2107       2.718055093120e-11       6.897349876155e-13      -7.439290256795e-13       5.510135932586e-15       2.645390684604e-16       7.888148105053e-17       2.200823688231e-18 
 2108       2.708936841004e-11       6.902254329006e-13      -7.297823314839e-13       5.503437316987e-15       2.639807563909e-16       7.838535079106e-17       2.323942176745e-18 
 2109       2.699771280206e-11       6.907846102764e-13      -7.158518421991e-13       5.496727208881e-15       2.634238033032e-16       7.788906301774e-17       2.446811545165e-18 
 2110       2.690560225985e-11       6.914113085118e-13      -7.021411257457e-13       5.490005789719e-15       2.628682052735e-16       7.739272247203e-17       2.569388242679e-18 
 2111       2.681305500761e-11       6.921043112281e-13      -6.886537616737e-13       5.483273241632e-15       2.623139583449e-16       7.689643428826e-17       2.691628556616e-18 
 2112       2.672008934116e-11       6.928623968929e-13      -6.753933411754e-13       5.476529747428e-15       2.617610585270e-16       7.640030399405e-17       2.813488612257e-18 
 2113       2.662672362803e-11       6.936843388135e-13      -6.623634670984e-13       5.469775490599e-15       2.612095017965e-16       7.590443751082e-17       2.934924372639e-18 
 2114       2.653297630757e-11       6.945689051307e-13      -6.495677539585e-13       5.463010655315e-15       2.606592840965e-16       7.540894115417e-17       3.055891638373e-18 
 2115       2.643886589105e-11       6.955148588126e-13      -6.370098279528e-13       5.456235426431e-15       2.601104013367e-16       7.491392163443e-17       3.176346047448e-18 
 2116       2.634441096168e-11       6.965209576478e-13      -6.246933269727e-13       5.449449989482e-15       2.595628493936e-16       7.441948605707e-17       3.296243075043e-18 
 2117       2.624963017477e-11       6.975859542401e-13      -6.126219006166e-13       5.442654530688e-15       2.590166241099e-16       7.392574192317e-17       3.415538033336e-18 
 2118       2.615454225778e-11       6.987085960009e-13      -6.007992102036e-13       5.435849236954e-15       2.584717212951e-16       7.343279712989e-17       3.534186071316e-18 
 2119       2.605916601039e-11       6.998876251439e-13      -5.892289287856e-13       5.429034295869e-15       2.579281367249e-16       7.294075997095e-17       3.652142174588e-18 
 2120       2.596352030462e-11       7.011217786783e-13      -5.779147411609e-13       5.422209895709e-15       2.573858661414e-16       7.244973913706e-17       3.769361165188e-18 
 2121       2.586762408489e-11       7.024097884027e-13      -5.668603438870e-13       5.415376225435e-15       2.568449052532e-16       7.195984371639e-17       3.885797701393e-18 
 2122       2.577149636814e-11       7.037503808985e-13      -5.560694452938e-13       5.408533474697e-15       2.563052497349e-16       7.147118319504e-17       4.001406277525e-18 
 2123       2.567515624385e-11       7.051422775238e-13      -5.455457654961e-13       5.401681833832e-15       2.557668952276e-16       7.098386745752e-17       4.116141223766e-18 
 2124       2.557862287421e-11       7.065841944072e-13      -5.352930364070e-13       5.394821493869e-15       2.552298373384e-16       7.049800678717e-17       4.229956705967e-18 
 2125       2.548191549413e-11       7.080748424411e-13      -5.253150017509e-13       5.387952646522e-15       2.546940716406e-16       7.001371186665e-17       4.342806725457e-18 
 2126       2.538505288126e-11       7.096128986579e-13      -5.156146741143e-13       5.381075503267e-15       2.541595939507e-16       6.953106965445e-17       4.454646404077e-18 
 2127       2.528805176179e-11       7.111969201543e-13      -5.061921004815e-13       5.374190352685e-15       2.536264011615e-16       6.905007083188e-17       4.565435849339e-18 
 2128       2.519092839383e-11       7.128254295613e-13      -4.970465813396e-13       5.367297503511e-15       2.530944904146e-16       6.857068185746e-17       4.675136315500e-18 
 2129       2.509369909658e-11       7.144969436018e-13      -4.881774122370e-13       5.360397265604e-15       2.525638588239e-16       6.809286904529e-17       4.783708920602e-18 
 2130       2.499638025044e-11       7.162099730830e-13      -4.795838837767e-13       5.353489949948e-15       2.520345034753e-16       6.761659856491e-17       4.891114646311e-18 
 2131       2.489898829705e-11       7.179630228897e-13      -4.712652816093e-13       5.346575868656e-15       2.515064214271e-16       6.714183644111e-17       4.997314337766e-18 
 2132       2.480153973936e-11       7.197545919768e-13      -4.632208864267e-13       5.339655334966e-15       2.509796097093e-16       6.666854855376e-17       5.102268703420e-18 
 2133       2.470405114174e-11       7.215831733627e-13      -4.554499739551e-13       5.332728663247e-15       2.504540653244e-16       6.619670063762e-17       5.205938314883e-18 
 2134       2.460653913000e-11       7.234472541219e-13      -4.479518149482e-13       5.325796168998e-15       2.499297852465e-16       6.572625828218e-17       5.308283606769e-18 
 2135       2.450902039150e-11       7.253453153781e-13      -4.407256751808e-13       5.318858168851e-15       2.494067664219e-16       6.525718693145e-17       5.409264876538e-18 
 2136       2.441151167519e-11       7.272758322971e-13      -4.337708154419e-13       5.311914980569e-15       2.488850057687e-16       6.478945188382e-17       5.508842284341e-18 
 2137       2.431402979171e-11       7.292372740795e-13      -4.270864915277e-13       5.304966923051e-15       2.483645001769e-16       6.432301829185e-17       5.606975852862e-18 
 2138       2.421659161346e-11       7.312281039539e-13      -4.206719542356e-13       5.298014316330e-15       2.478452465085e-16       6.385785116214e-17       5.703625467164e-18 
 2139       2.411921407465e-11       7.332467791698e-13      -4.145264493565e-13       5.291057481579e-15       2.473272415971e-16       6.339391535507e-17       5.798750874533e-18 
 2140       2.402191417137e-11       7.352917509904e-13      -4.086492176691e-13       5.284096741105e-15       2.468104822481e-16       6.293117558471e-17       5.892311684319e-18 
 2141       2.392470896170e-11       7.373614646856e-13      -4.030394949322e-13       5.277132418358e-15       2.462949652387e-16       6.246959641860e-17       5.984267367784e-18 
 2142       2.382761556575e-11       7.394543595249e-13      -3.976965118789e-13       5.270164837928e-15       2.457806873177e-16       6.200914227755e-17       6.074577257944e-18 
 2143       2.373065116572e-11       7.415688687702e-13      -3.926194942091e-13       5.263194325546e-15       2.452676452055e-16       6.154977743553e-17       6.163200549413e-18 
 2144       2.363383300600e-11       7.437034196691e-13      -3.878076625833e-13       5.256221208087e-15       2.447558355943e-16       6.109146601941e-17       6.250096298245e-18 
 2145       2.353717839325e-11       7.458564334473e-13      -3.832602326156e-13       5.249245813570e-15       2.442452551476e-16       6.063417200884e-17       6.335223421783e-18 
 2146       2.344070469641e-11       7.480263253022e-13      -3.789764148671e-13       5.242268471162e-15       2.437359005006e-16       6.017785923607e-17       6.418540698499e-18 
 2147       2.334442934686e-11       7.502115043950e-13      -3.749554148391e-13       5.235289511175e-15       2.432277682599e-16       5.972249138573e-17       6.500006767836e-18 
 2148       2.324836983841e-11       7.524103738443e-13      -3.711964329664e-13       5.228309265069e-15       2.427208550034e-16       5.926803199470e-17       6.579580130059e-18 
 2149       2.315254372743e-11       7.546213307188e-13      -3.676986646106e-13       5.221328065457e-15       2.422151572807e-16       5.881444445190e-17       6.657219146092e-18 
 2150       2.305696863288e-11       7.568427660300e-13      -3.644613000535e-13       5.214346246100e-15       2.417106716124e-16       5.836169199813e-17       6.732882037366e-18 
 2151       2.296166223641e-11       7.590730647255e-13      -3.614835244902e-13       5.207364141913e-15       2.412073944908e-16       5.790973772588e-17       6.806526885660e-18 
 2152       2.286664228242e-11       7.613106056818e-13      -3.587645180221e-13       5.200382088963e-15       2.407053223790e-16       5.745854457917e-17       6.878111632949e-18 
 2153       2.277192657814e-11       7.635537616971e-13      -3.563034556510e-13       5.193400424474e-15       2.402044517118e-16       5.700807535335e-17       6.947594081245e-18 
 2154       2.267753299367e-11       7.658008994842e-13      -3.540995072716e-13       5.186419486824e-15       2.397047788949e-16       5.655829269493e-17       7.014931892439e-18 
 2155       2.258347946210e-11       7.680503796637e-13      -3.521518376651e-13       5.179439615550e-15       2.392063003052e-16       5.610915910141e-17       7.080082588150e-18 
 2156       2.248978397955e-11       7.703005567568e-13      -3.504596064924e-13       5.172461151347e-15       2.387090122907e-16       5.566063692111e-17       7.143003549566e-18 
 2157       2.239646460526e-11       7.725497791778e-13      -3.490219682874e-13       5.165484436071e-15       2.382129111705e-16       5.521268835296e-17       7.203652017288e-18 
 2158       2.230353946162e-11       7.747963892280e-13      -3.478380724504e-13       5.158509812738e-15       2.377179932347e-16       5.476527544634e-17       7.261985091174e-18 
 2159       2.221102673429e-11       7.770387230875e-13      -3.469070632411e-13       5.151537625528e-15       2.372242547445e-16       5.431836010093e-17       7.317959730185e-18 
 2160       2.211894467227e-11       7.792751108089e-13      -3.462280797722e-13       5.144568219782e-15       2.367316919318e-16       5.387190406648e-17       7.371532752224e-18 
 2161       2.202731158793e-11       7.815038763099e-13      -3.458002560025e-13       5.137601942010e-15       2.362403009995e-16       5.342586894267e-17       7.422660833986e-18 
 2162       2.193614585712e-11       7.837233373665e-13      -3.456227207299e-13       5.130639139887e-15       2.357500781216e-16       5.298021617891e-17       7.471300510799e-18 
 2163       2.184546591921e-11       7.859318056055e-13      -3.456945975855e-13       5.123680162254e-15       2.352610194426e-16       5.253490707419e-17       7.517408176466e-18 
 2164       2.175529027721e-11       7.881275864977e-13      -3.460150050258e-13       5.116725359123e-15       2.347731210779e-16       5.208990277687e-17       7.560940083112e-18 
 2165       2.166563564973e-11       7.903090976866e-13      -3.465826193864e-13       5.109775066563e-15       2.342863793521e-16       5.164519368737e-17       7.601868453566e-18 
 2166       2.157651141326e-11       7.924752248633e-13      -3.473943608240e-13       5.102829561255e-15       2.338007915161e-16       5.120088788376e-17       7.640229937890e-18 
 2167       2.148792512250e-11       7.946249682838e-13      -3.484466984755e-13       5.095889105633e-15       2.333163550350e-16       5.075712329373e-17       7.676077484182e-18 
 2168       2.139988435498e-11       7.967573246475e-13      -3.497360865739e-13       5.088953962968e-15       2.328330673494e-16       5.031403834657e-17       7.709464256045e-18 
 2169       2.131239671113e-11       7.988712870933e-13      -3.512589644301e-13       5.082024397372e-15       2.323509258761e-16       4.987177197378e-17       7.740443632840e-18 
 2170       2.122546981427e-11       8.009658451954e-13      -3.530117564155e-13       5.075100673798e-15       2.318699280077e-16       4.943046360958e-17       7.769069209947e-18 
 2171       2.113911131066e-11       8.030399849596e-13      -3.549908719437e-13       5.068183058038e-15       2.313900711125e-16       4.899025319158e-17       7.795394799014e-18 
 2172       2.105332886952e-11       8.050926888189e-13      -3.571927054527e-13       5.061271816729e-15       2.309113525346e-16       4.855128116127e-17       7.819474428221e-18 
 2173       2.096813018301e-11       8.071229356295e-13      -3.596136363871e-13       5.054367217347e-15       2.304337695939e-16       4.811368846463e-17       7.841362342532e-18 
 2174       2.088352296634e-11       8.091297006670e-13      -3.622500291800e-13       5.047469528216e-15       2.299573195860e-16       4.767761655271e-17       7.861113003953e-18 
 2175       2.079951495772e-11       8.111119556219e-13      -3.650982332353e-13       5.040579018502e-15       2.294819997821e-16       4.724320738220e-17       7.878781091784e-18 
 2176       2.071611391840e-11       8.130686685962e-13      -3.681545829096e-13       5.033695958219e-15       2.290078074290e-16       4.681060341600e-17       7.894421502884e-18 
 2177       2.063332763274e-11       8.149988040986e-13      -3.714153974945e-13       5.026820618226e-15       2.285347397493e-16       4.637994762379e-17       7.908089351917e-18 
 2178       2.055116390816e-11       8.169013230411e-13      -3.748769811986e-13       5.019953270229e-15       2.280627939410e-16       4.595138348261e-17       7.919839971616e-18 
 2179       2.046963057523e-11       8.187751827346e-13      -3.785356231295e-13       5.013094186784e-15       2.275919671776e-16       4.552505497744e-17       7.929728913035e-18 
 2180       2.038873548765e-11       8.206193368850e-13      -3.823875972761e-13       5.006243641296e-15       2.271222566083e-16       4.510110660178e-17       7.937811945809e-18 
 2181       2.030848652230e-11       8.224327355890e-13      -3.864291624903e-13       4.999401908018e-15       2.266536593574e-16       4.467968335818e-17       7.944145058406e-18 
 2182       2.022889157924e-11       8.242143253302e-13      -3.906565624699e-13       4.992569262058e-15       2.261861725250e-16       4.426093075890e-17       7.948784458385e-18 
 2183       2.014995858178e-11       8.259630489750e-13      -3.950660257396e-13       4.985745979372e-15       2.257197931864e-16       4.384499482639e-17       7.951786572655e-18 
 2184       2.007169547645e-11       8.276778457686e-13      -3.996537656340e-13       4.978932336772e-15       2.252545183923e-16       4.343202209393e-17       7.953208047725e-18 
 2185       1.999411023306e-11       8.293576513309e-13      -4.044159802793e-13       4.972128611921e-15       2.247903451687e-16       4.302215960619e-17       7.953105749968e-18 
 2186       1.991721084469e-11       8.310013976523e-13      -4.093488525755e-13       4.965335083339e-15       2.243272705170e-16       4.261555491976e-17       7.951536765871e-18 
 2187       1.984100532776e-11       8.326080130901e-13      -4.144485501784e-13       4.958552030401e-15       2.238652914135e-16       4.221235610381e-17       7.948558402294e-18 
 2188       1.976550172203e-11       8.341764223639e-13      -4.197112254817e-13       4.951779733337e-15       2.234044048102e-16       4.181271174059e-17       7.944228186726e-18 
 2189       1.969070809062e-11       8.357055465519e-13      -4.251330155992e-13       4.945018473237e-15       2.229446076340e-16       4.141677092603e-17       7.938603867542e-18 
 2190       1.961663252002e-11       8.371943030870e-13      -4.307100423469e-13       4.938268532046e-15       2.224858967870e-16       4.102468327034e-17       7.931743414258e-18 
 2191       1.954328312017e-11       8.386416057522e-13      -4.364384122250e-13       4.931530192570e-15       2.220282691463e-16       4.063659889852e-17       7.923705017786e-18 
 2192       1.947066802442e-11       8.400463646771e-13      -4.423142163999e-13       4.924803738476e-15       2.215717215644e-16       4.025266845102e-17       7.914547090694e-18 
 2193       1.939879538959e-11       8.414074863334e-13      -4.483335306867e-13       4.918089454290e-15       2.211162508684e-16       3.987304308425e-17       7.904328267459e-18 
 2194       1.932767339598e-11       8.427238735314e-13      -4.544924155308e-13       4.911387625401e-15       2.206618538608e-16       3.949787447116e-17       7.893107404726e-18 
 2195       1.925731024742e-11       8.439944254154e-13      -4.607869159903e-13       4.904698538059e-15       2.202085273189e-16       3.912731480185e-17       7.880943581561e-18 
 2196       1.918771417125e-11       8.452180374601e-13      -4.672130617180e-13       4.898022479381e-15       2.197562679949e-16       3.876151678412e-17       7.867896099710e-18 
 2197       1.911889341839e-11       8.463936014660e-13      -4.737668669435e-13       4.891359737345e-15       2.193050726161e-16       3.840063364405e-17       7.854024483855e-18 
 2198       1.905085626332e-11       8.475200055561e-13      -4.804443304554e-13       4.884710600796e-15       2.188549378843e-16       3.804481912656e-17       7.839388481867e-18 
 2199       1.898361100415e-11       8.485961341713e-13      -4.872414355833e-13       4.878075359446e-15       2.184058604766e-16       3.769422749601e-17       7.824048065067e-18 
 2200       1.891716596261e-11       8.496208680663e-13      -4.941541501797e-13       4.871454303872e-15       2.179578370445e-16       3.734901353677e-17       7.808063428479e-18 
 2201       1.885152948408e-11       8.505930843061e-13      -5.011784266025e-13       4.864847725522e-15       2.175108642145e-16       3.700933255376e-17       7.791494991089e-18 
 2202       1.878670993763e-11       8.515116562614e-13      -5.083102016969e-13       4.858255916710e-15       2.170649385878e-16       3.667534037308e-17       7.774403396099e-18 
 2203       1.872271571603e-11       8.523754536048e-13      -5.155453967772e-13       4.851679170622e-15       2.166200567402e-16       3.634719334254e-17       7.756849511181e-18 
 2204       1.865955332167e-11       8.531835171841e-13      -5.228799486197e-13       4.845117746088e-15       2.161762154286e-16       3.602497597320e-17       7.738889364016e-18 
 2205       1.859722161036e-11       8.539355849196e-13      -5.303099026987e-13       4.838571761645e-15       2.157334122111e-16       3.570848333745e-17       7.720558911607e-18 
 2206       1.853571750936e-11       8.546315693919e-13      -5.378313205340e-13       4.832041300775e-15       2.152916448308e-16       3.539743722670e-17       7.701889170307e-18 
 2207       1.847503792795e-11       8.552713832818e-13      -5.454402487193e-13       4.825526447062e-15       2.148509110100e-16       3.509155837803e-17       7.682911271488e-18 
 2208       1.841517975747e-11       8.558549393707e-13      -5.531327189057e-13       4.819027284198e-15       2.144112084499e-16       3.479056647294e-17       7.663656461678e-18 
 2209       1.835613987123e-11       8.563821505409e-13      -5.609047477839e-13       4.812543895977e-15       2.139725348308e-16       3.449418013616e-17       7.644156102682e-18 
 2210       1.829791512453e-11       8.568529297757e-13      -5.687523370675e-13       4.806076366302e-15       2.135348878118e-16       3.420211693440e-17       7.624441671724e-18 
 2211       1.824050235464e-11       8.572671901599e-13      -5.766714734757e-13       4.799624779178e-15       2.130982650312e-16       3.391409337520e-17       7.604544761570e-18 
 2212       1.818389838075e-11       8.576248448800e-13      -5.846581287164e-13       4.793189218716e-15       2.126626641059e-16       3.362982490568e-17       7.584497080664e-18 
 2213       1.812810000395e-11       8.579258072243e-13      -5.927082594685e-13       4.786769769132e-15       2.122280826319e-16       3.334902591132e-17       7.564330453257e-18 
 2214       1.807310400724e-11       8.581699905833e-13      -6.008178073656e-13       4.780366514749e-15       2.117945181840e-16       3.307140971476e-17       7.544076819539e-18 
 2215       1.801890715547e-11       8.583573084502e-13      -6.089826989779e-13       4.773979539994e-15       2.113619683158e-16       3.279668857461e-17       7.523768235769e-18 
 2216       1.796550619532e-11       8.584876744206e-13      -6.171988457959e-13       4.767608929398e-15       2.109304305597e-16       3.252457368419e-17       7.503436874410e-18 
 2217       1.791289785533e-11       8.585610021934e-13      -6.254621442127e-13       4.761254767600e-15       2.104999024269e-16       3.225477517037e-17       7.483115024254e-18 
 2218       1.786107884577e-11       8.585772055707e-13      -6.337684755072e-13       4.754917139342e-15       2.100703814073e-16       3.198700209232e-17       7.462835090558e-18 
 2219       1.781004585875e-11       8.585361984581e-13      -6.421137058268e-13       4.748596129472e-15       2.096418649694e-16       3.172096244029e-17       7.442629595176e-18 
 2220       1.775979556807e-11       8.584378948650e-13      -6.504936861703e-13       4.742291822945e-15       2.092143505606e-16       3.145636313446e-17       7.422531176684e-18 
 2221       1.771032462929e-11       8.582822089051e-13      -6.589042523707e-13       4.736004304819e-15       2.087878356066e-16       3.119291002366e-17       7.402572590518e-18 
 2222       1.766162967967e-11       8.580690547964e-13      -6.673412250781e-13       4.729733660259e-15       2.083623175122e-16       3.093030788419e-17       7.382786709103e-18 
 2223       1.761370733814e-11       8.577983468613e-13      -6.758004097428e-13       4.723479974535e-15       2.079377936603e-16       3.066826041859e-17       7.363206521981e-18 
 2224       1.756655420528e-11       8.574699995274e-13      -6.842775965978e-13       4.717243333022e-15       2.075142614127e-16       3.040647025446e-17       7.343865135946e-18 
 2225       1.752016686333e-11       8.570839273274e-13      -6.927685606416e-13       4.711023821203e-15       2.070917181095e-16       3.014463894322e-17       7.324795775176e-18 
 2226       1.747454187612e-11       8.566400448995e-13      -7.012690616215e-13       4.704821524662e-15       2.066701610694e-16       2.988246695891e-17       7.306031781360e-18 
 2227       1.742967578906e-11       8.561382669875e-13      -7.097748440163e-13       4.698636529093e-15       2.062495875895e-16       2.961965369695e-17       7.287606613832e-18 
 2228       1.738556512914e-11       8.555785084414e-13      -7.182816370188e-13       4.692468920294e-15       2.058299949455e-16       2.935589747299e-17       7.269553849702e-18 
 2229       1.734220640489e-11       8.549606842172e-13      -7.267851545192e-13       4.686318784167e-15       2.054113803913e-16       2.909089552163e-17       7.251907183988e-18 
 2230       1.729959610635e-11       8.542847093776e-13      -7.352810950877e-13       4.680186206723e-15       2.049937411593e-16       2.882434399525e-17       7.234700429743e-18 
 2231       1.725773070506e-11       8.535504990923e-13      -7.437651419571e-13       4.674071274075e-15       2.045770744602e-16       2.855593796278e-17       7.217967518193e-18 
 2232       1.721660665405e-11       8.527579686377e-13      -7.522329630063e-13       4.667974072444e-15       2.041613774831e-16       2.828537140850e-17       7.201742498862e-18 
 2233       1.717622038775e-11       8.519070333979e-13      -7.606802107425e-13       4.661894688157e-15       2.037466473952e-16       2.801233723081e-17       7.186059539707e-18 
 2234       1.713656832207e-11       8.509976088643e-13      -7.691025222845e-13       4.655833207645e-15       2.033328813421e-16       2.773652724105e-17       7.170952927247e-18 
 2235       1.709764685430e-11       8.500296106366e-13      -7.774955193454e-13       4.649789717446e-15       2.029200764476e-16       2.745763216224e-17       7.156457066697e-18 
 2236       1.705945236309e-11       8.490029544223e-13      -7.858548082155e-13       4.643764304205e-15       2.025082298138e-16       2.717534162791e-17       7.142606482094e-18 
 2237       1.702198120849e-11       8.479175560375e-13      -7.941759797451e-13       4.637757054669e-15       2.020973385208e-16       2.688934418087e-17       7.129435816436e-18 
 2238       1.698522973185e-11       8.467733314071e-13      -8.024546093274e-13       4.631768055695e-15       2.016873996268e-16       2.659932727201e-17       7.116979831804e-18 
 2239       1.694919425584e-11       8.455701965648e-13      -8.106862568814e-13       4.625797394244e-15       2.012784101684e-16       2.630497725907e-17       7.105273409503e-18 
 2240       1.691387108443e-11       8.443080676537e-13      -8.188664668346e-13       4.619845157383e-15       2.008703671601e-16       2.600597940542e-17       7.094351550184e-18 
 2241       1.687925650283e-11       8.429868609263e-13      -8.269907681063e-13       4.613911432285e-15       2.004632675943e-16       2.570201787891e-17       7.084249373981e-18 
 2242       1.684534677752e-11       8.416064927450e-13      -8.350546740897e-13       4.607996306228e-15       2.000571084416e-16       2.539277575056e-17       7.075002120642e-18 
 2243       1.681213716640e-11       8.401670076397e-13      -8.430540670914e-13       4.602099834402e-15       1.996518868297e-16       2.507805808603e-17       7.066628117689e-18 
 2244       1.677961894235e-11       8.386689633931e-13      -8.509863544235e-13       4.596221943086e-15       1.992476005812e-16       2.475816210020e-17       7.059077563162e-18 
 2245       1.674778235026e-11       8.371130484697e-13      -8.588493198230e-13       4.590362525835e-15       1.988442476793e-16       2.443350941611e-17       7.052283408847e-18 
 2246       1.671661759491e-11       8.354999541894e-13      -8.666407396726e-13       4.584521475624e-15       1.984418260890e-16       2.410452319347e-17       7.046178361618e-18 
 2247       1.668611484099e-11       8.338303747308e-13      -8.743583829930e-13       4.578698684839e-15       1.980403337569e-16       2.377162813034e-17       7.040694883159e-18 
 2248       1.665626421304e-11       8.321050071352e-13      -8.820000114351e-13       4.572894045283e-15       1.976397686113e-16       2.343525046490e-17       7.035765189691e-18 
 2249       1.662705579536e-11       8.303245513089e-13      -8.895633792714e-13       4.567107448172e-15       1.972401285623e-16       2.309581797713e-17       7.031321251698e-18 
 2250       1.659847963205e-11       8.284897100274e-13      -8.970462333890e-13       4.561338784136e-15       1.968414115013e-16       2.275375999057e-17       7.027294793650e-18 
